file_id,Question,Generated
la5VCuaPi2w_chunk11_data1_task1,Does the patient suffer from depression?,"Based on the audio, it cannot be determined if the patient suffers from depression."
7Ibb68uVXEg_chunk24_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of anxiety, as indicated by their statement of being prescribed medication for it and also feeling like they take more than they should."
DJSTzTdXwWc_chunk12_data1_task3,What cause of depression does this show?,"The audio does not explicitly mention depression, but the speaker suggests that giving away a gift that the person they are speaking to would not appreciate may have been a source of disappointment or sadness for them."
G40ywooLnns_chunk4_data1_task4,Does the patient show risk of perceived burdensomeness?,"Yes, the patient expresses a fear of being blamed for any negative events that may happen to children who are out of their parents' home."
8aDFvvjC6XM_chunk37_data2_task3,What cause of depression does this show?,The audio does not specifically mention the cause of depression.
8aDFvvjC6XM_chunk47_data2_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of depression, as indicated by their speech pattern and mood."
_TwVa4utpII_chunk29_data1_task3,What cause of depression does this show?,The audio does not provide enough information to determine the specific cause of the speaker's depression.
oT2iPNcPejA_chunk24_data1_task1,Does the patient suffer from depression?,The audio does not provide enough information to determine if the patient suffers from depression.
PK-Sq7I7M54_chunk3_data1_task1,Does the patient suffer from stress?,"Yes, the patient mentions being 'smashed', which is often associated with feeling stressed or overwhelmed."
MzoeBJyVlE0_chunk12_data1_task3,What cause of depression does this show?,The audio segment does not provide enough information to determine a specific cause of depression.
cVvMUM6fFWk_chunk4_data1_task3,What cause of depression does this show?,"The speaker mentioned the loss of their cat as a big thing that happened, which can be a significant source of depression for many people."
iBp75KNuLb8_chunk8_data2_task3,What cause of depression does this show?,The audio does not specifically mention a cause of depression.
_HIotEzcUEU_chunk42_data1_task2,What mental disorder symptoms does the patient show?,The patient has suicidal thoughts.
7LD8iC4NqXM_chunk18_data1_task1,Does the patient suffer from stress?,"Yes, the patient mentions that trying to figure things out stresses them out more than necessary."
W_tDRu67JnI_chunk19_data2_task4,Does the intellectual wellness dimension exist here?,"Based on the information provided, it seems that the thought or idea being referred to may have some similarity to, or match up with, a concept from the field of cognitive science. However, without more context or information about the specific thought or idea in question, it is difficult to determine if it exists within the broader framework of intellectual wellness. Intellectual wellness typically refers to a state of general mental health and well-being related to one's thoughts, abilities, and knowledge. It involves factors such as critical thinking, creativity, problem-solving, and learning, among others."
cwmf4PSMqLE_chunk8_data1_task3,What cause of depression does this show?,The audio suggests that people may be getting jealous because the individual seems to succeed at many things.
x7HJmVx3qN4_chunk10_data3_task2,What mental disorder symptoms does the patient show?,"The patient is experiencing a lack of interest or pleasure in activities that were once enjoyable, which is a common symptom of depression."
lrnkEQRUyJM_chunk6_data2_task3,What is the stress cause here?,The speaker does not explicitly mention a stressor in the provided dialogue.
E9mZ3915tdU_chunk6_data1_task3,What cause of depression does this show?,The audio does not specifically mention the cause of depression.
Ii2FHbtVJzc_chunk10_data1_task4,Does the social wellness dimension exist here?,"Based on the provided transcription, it appears that the social wellness dimension may be relevant to the individual's experiences and feelings about their health. The mention of not wanting to go out, not going to town by themselves, and avoiding socializing at the pub suggests a reluctance or fear of being around others, which could be indicative of social anxiety or other social-related issues. However, without more context or information about the individual's overall health and well-being, it is difficult to determine the extent to which the social wellness dimension is impacting their experiences."
RMvHw_RuPPk_chunk5_data1_task3,What cause of depression does this show?,The speaker has not specified a cause for their depression.
JFrT8NOXeHk_chunk9_data1_task1,Does the patient suffer from stress?,"The patient may experience stress, as phobic anxiety can be a symptom of various anxiety disorders."
cTIDnMLr0gk_chunk2_data1_task3,What is the stress cause here?,The stress cause here is not being able to make the grade.
PtCj7ecyHjg_chunk30_data1_task3,What cause of depression does this show?,The audio suggests that being bored can lead to depression.
v21ZLg8n8do_chunk16_data2_task2,What mental disorder symptoms does the patient show?,"The patient shows signs of alcohol use disorder, as indicated by their statement about their family life and social drinking habits."
XbYGdo9lMsQ_chunk3_data2_task3,What is the stress cause here?,The speaker is stressed because they are trying to maintain family connections but are having trouble reaching their mother.
jDyu_uTHVGw_chunk15_data1_task1,Does the patient suffer from loneliness?,"Yes, the patient feels that they don't fit in and are not wanted by these three thoughts, which contributes to a sense of loneliness."
sDrakgSYvzc_chunk6_data1_task3,What cause of depression does this show?,"The speaker does not explicitly mention a specific cause for their depression, but it can be inferred that the experience of going for a run with their dog and only being able to walk a block before feeling overwhelmed may have contributed to their mood."
k_78UKFERGE_chunk6_data3_task4,Does the social wellness dimension exist here?,"The content does not explicitly mention social wellness, but it may be inferred that taking care of pets and worrying about aging parents could have implications for an individual's social well-being."
mfe8OzzArGc_chunk16_data1_task2,What mental disorder does this person show?,The individual shows symptoms of depression.
jxNBQKMW1wg_chunk25_data1_task2,What mental disorder symptoms does this patient show?,The patient shows signs of anxiety and impatience.
3rSt4KIaN8I_chunk20_data1_task4,Does the physical wellness dimension exist here?,"No, the audio does not contain any references to physical wellness dimensions."
UxCT6zVPk7A_chunk19_data1_task3,What cause of depression does this show?,The audio does not provide enough information to determine the specific cause of the speaker's depression.
mfe8OzzArGc_chunk23_data1_task4,Does the emotional wellness dimension exist here?,"Yes, the speech mentions feeling better if one were not present, which relates to emotional wellness."
zTvFhaDP0bM_chunk11_data1_task3,What is the stress cause here?,The speaker is experiencing difficulty in school.
A1XJeciqyL8_chunk29_data2_task2,What mental disorder symptoms does the patient show?,"The patient has trouble concentrating and is easily distracted, indicating symptoms of ADHD."
Dl9SEZvKR4M_chunk7_data1_task4,Does the vocational wellness dimension exist here?,"Yes, the statement suggests that the speaker is reflecting on their habits and behaviors related to their daily tasks, which can be seen as a form of self-awareness and reflection, both important aspects of vocational wellness."
7De6VY8P9hY_chunk11_data2_task4,Does the emotional wellness dimension exist here?,The speaker does not explicitly mention an 'emotional wellness dimension' but discusses their feelings about certain situations.
8K4HW6_MvoU_chunk8_data3_task2,What mental disorder symptoms does the patient show?,"The patient feels extremely anxious and fearful, to the point of being overwhelmed and panicky."
